timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,tcp_flags,inter_arrival_time,pps,port_diversity,flow_duration
1765550001.3036308,20.189.173.8,192.168.0.3,443,49256,6,66,A,0.00696873664855957,1.6,1,0.7561759948730469
1765550001.3036308,20.189.173.8,192.168.0.3,443,49256,6,66,A,0.0,1.8,1,0.7561759948730469
1765550001.3061714,20.189.173.8,192.168.0.3,443,49256,6,54,A,0.00254058837890625,2.0,1,0.7587165832519531
1765550001.3061714,20.189.173.8,192.168.0.3,443,49256,6,54,A,0.0,2.2,1,0.7587165832519531
1765550001.345797,192.168.0.3,20.189.173.8,49256,443,6,54,A,0.2792813777923584,6.2,2,4.908902406692505
1765550001.5033734,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.157576322555542,6.2,2,4.2858192920684814
1765550001.5783606,20.189.173.8,192.168.0.3,443,49256,6,339,PA,0.2721891403198242,2.4,1,1.0309057235717773
1765550001.586715,192.168.0.3,20.189.173.8,49256,443,6,54,FA,0.08334159851074219,6.4,2,4.369160890579224
1765550001.678558,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.184931993484497,1.0,1,4.7851784229278564
1765550001.822227,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.23551201820373535,6.6,2,4.604672908782959
1765550001.845826,20.189.173.8,192.168.0.3,443,49256,6,54,FA,0.26746535301208496,2.6,1,1.2983710765838623
1765550001.845826,192.168.0.3,20.189.173.8,49256,443,6,54,A,0.023598909378051758,6.8,2,4.628271818161011
1765550001.845826,20.189.173.8,192.168.0.3,443,49256,6,96,PA,0.0,2.8,1,1.2983710765838623
1765550001.845826,192.168.0.3,20.189.173.8,49256,443,6,54,RA,0.0,7.0,2,4.628271818161011
1765550001.9186502,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1090905666351318,1.0,1,4.463359355926514
1765550002.5337272,104.18.39.21,192.168.0.3,443,55899,6,78,PA,19.77672529220581,0.2,1,0.0
1765550002.5360758,192.168.0.3,104.18.39.21,55899,443,6,82,PA,0.6902499198913574,6.8,2,4.6397130489349365
1765550002.5725846,104.18.39.21,192.168.0.3,443,55899,6,54,A,0.038857460021972656,0.4,1,0.038857460021972656
1765550002.6871698,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.1510939598083496,7.0,2,4.790807008743286
1765550002.8136675,52.146.136.38,192.168.0.3,443,60806,6,81,PA,7.387582063674927,0.2,1,0.0
1765550002.855416,192.168.0.3,52.146.136.38,60806,443,6,54,A,0.16824626922607422,7.2,2,4.95905327796936
1765550002.8581154,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.1795573234558105,1.0,1,4.763191223144531
1765550002.9288828,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.07346677780151367,7.0,2,4.873331308364868
1765550003.031956,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1133058071136475,1.0,1,4.4582555294036865
1765550003.0424252,192.168.0.3,52.146.136.38,60806,443,6,82,PA,0.11354231834411621,7.2,2,4.986873626708984
1765550003.1451328,52.146.136.38,192.168.0.3,443,60806,6,54,A,0.3314652442932129,0.4,1,0.3314652442932129
1765550003.870499,192.168.0.3,34.233.49.149,53686,443,6,55,A,0.8280737400054932,6.8,2,4.77133584022522
1765550004.0403764,192.168.0.3,3.248.75.199,55016,443,6,55,A,0.1698775291442871,7.0,2,4.941213369369507
1765550004.0565505,34.233.49.149,192.168.0.3,443,53686,6,66,A,1.1984350681304932,1.0,1,4.763465404510498
1765550004.1642306,3.248.75.199,192.168.0.3,443,55016,6,66,A,1.1322746276855469,1.0,1,4.466444492340088
